-2.996219099	1.424364818
-2.987381586	0.372525065
-2.980071526	-0.14283534
-2.968502915	-0.296065993
-2.966580842	-0.106993702
-2.964482225	0.466139194
-2.964112546	-0.495661832
-2.962814409	0.333750545
-2.951097401	0.15458897
-2.932613467	-0.643677964
-2.920537088	-0.425648833
-2.914211042	-1.074975087
-2.913998513	-1.744474194
-2.903550534	-1.693660115
-2.898430953	-1.336128026
-2.898075157	-1.019204655
-2.888119484	-1.338821773
-2.887666934	-2.444670402
-2.882150182	-1.134904476
-2.880430736	-1.659537176
-2.879321703	-2.38860017
-2.875514961	-1.674428695
-2.868557177	-2.582501191
-2.867577354	-2.577169098
-2.857698215	-2.850019286
-2.856959107	-2.211231419
-2.852803071	-1.958528984
-2.851584478	-2.698397037
-2.848878826	-2.432774568
-2.83627391	-2.935969639
-2.823837962	-2.965773645
-2.817196796	-2.590210603
-2.805012684	-3.561935114
-2.804908422	-3.546077601
-2.80320876	-3.500210225
-2.799530995	-3.576583209
-2.792719384	-3.496718013
-2.786210022	-4.042248167
-2.778418897	-4.438213748
-2.765543906	-3.519116179
-2.756551599	-4.185622568
-2.755095727	-3.81472712
-2.753673414	-3.702626277
-2.741833922	-5.154565177
-2.738744341	-4.29227936
-2.733932092	-4.340330655
-2.732941425	-4.095165715
-2.727044262	-4.261387111
-2.714518789	-4.019572443
-2.712918299	-4.999611545
-2.707914211	-3.91594402
-2.696250053	-5.739713508
-2.694293623	-5.485360643
-2.690855446	-4.860094673
-2.679486468	-5.653263781
-2.67886635	-5.226649666
-2.675838431	-4.971677651
-2.675540363	-5.279159693
-2.67233159	-5.251239307
-2.672019147	-5.54828239
-2.669617839	-4.007412667
-2.666935565	-5.289200254
-2.666809963	-5.50475891
-2.65318648	-5.12560411
-2.648189139	-4.803322851
-2.64717378	-5.242498889
-2.62111004	-5.3948129
-2.588646808	-6.526807115
-2.576369257	-5.722552875
-2.574228703	-6.537907435
-2.568158853	-6.788340818
-2.555181195	-7.010712293
